0xC6D8	0x00A8
0x9DA6	0x7E7F
0x9EB0	0x7E8E
0x8EB8	0x7E92
0x9D70	0x7E9F
0x896E	0x7EA4
0x896F	0x7EAC
0x8970	0x7EBA
0x8971	0x7EC7
0x8972	0x7ECF
0x8973	0x7EDF
0x8974	0x7F06
0x8975	0x7F37
0x8EBC	0x7F40
0x8EBD	0x7F41
0x8EBE	0x7F47
0x9DD1	0x7F49
0x94FD	0x7F4E
0x8BD7	0x7F52
0x8BDA	0x7F53
0xA0E2	0x7F71
0x9FE9	0x7F78
0xFDA8	0x7F8F
0x8AE7	0x7F93
0x8EC2	0x7F97
0x8EC4	0x7FA3
0x9964	0x7FAE
0x9965	0x7FB4
0x954E	0x7FDD
0x98B3	0x7FE7
0x8ECB	0x7FFA
0x8BDF	0x8002
0x8ECE	0x8008
0x8ECF	0x801D
0x9968	0x8020
0x9969	0x8025
0x996B	0x802E
0x8ED1	0x802F
0x996C	0x8031
0x8ED4	0x803B
0x8ED5	0x803C
0x996D	0x8054
0xA0BE	0x805B
0x8ED6	0x8061
0xA0BC	0x8062
0xA0B5	0x8063
0xA0B4	0x8066
0x8BE0	0x8080
0x89B5	0x809F
0x8EDD	0x80A7
0x9E5D	0x80B6
0x9971	0x80B7
0x89AE	0x80BC
0x9DE8	0x80BD
0x9565	0x80C6
0x9972	0x80E9
0x8B5C	0x80EC
0x89B1	0x80F6
0xA0C0	0x8103
0x8EDF	0x8107
0x9566	0x8109
0x9974	0x810C
0x9976	0x810E
0x9977	0x8112
0x9979	0x8114
0x9DDA	0x8117
0x8EE0	0x811A
0x935C	0x812A
0x9DE6	0x8132
0x8B5F	0x8134
0x9563	0x8137
0x9567	0x8142
0x9DE3	0x8148
0x997C	0x8156
0x997D	0x8159
0x997E	0x815A
0x8B5B	0x816D
0x99A3	0x817C
0x99A4	0x8184
0x99A6	0x8193
0x99A8	0x81A5
0x8ABE	0x81AA
0x9E61	0x81B6
0x99AA	0x81C1
0xA0C8	0x81C8
0x99AB	0x81E4
0xFEC4	0x81EF
0x98C2	0x81F6
0x8EE8	0x8218
0xA0BA	0x821A
0xFD77	0x8226
0x8EEE	0x8229
0x9EBF	0x822D
0x89C2	0x823E
0x99AC	0x8254
0x956B	0x8262
0x956C	0x8265
0x99AF	0x8276
0x994A	0x8279
0x8976	0x827A
0x8F48	0x827B
0xFBEE	0x8287
0x99AE	0x82A6
0x8EFB	0x82AA
0x8CD0	0x82BF
0x8B52	0x82C4
0x99B0	0x82CA
0x8977	0x82CF
0x8F41	0x82D0
0x99B1	0x82D8
0x8F49	0x82E2
0xFA4D	0x82EE
0x9DE4	0x82F7
0x8CB5	0x82F8
0xFBE9	0x82FC
0x9B54	0x82FD
0x99B2	0x82FF
0x9E68	0x830B
0x8F4A	0x8318
0x8F42	0x831A
0x8F51	0x831D
0x9846	0x833D
0x99B4	0x8357
0x8EF5	0x8362
0xFD55	0x8363
0x9CCD	0x8366
0x8978	0x836F
0x8F53	0x8385
0x8F6F	0x8391
0x8E63	0x839C
0x8F56	0x83AC
0xFE76	0x83B9
0x9FC6	0x83BE
0xFAAC	0x83CD
0x8F58	0x83D3
0x9848	0x83ED
0x99B7	0x8405
0x9665	0x8414
0xFA6C	0x8416
0x9DE7	0x8418
0x9E62	0x841C
0x96CC	0x8420
0x8E67	0x8421
0xFC75	0x8424
0x987E	0x8426
0xFDB9	0x842E
0x97FC	0x843E
0x98F9	0x8448
0x8F66	0x844A
0x956E	0x8453
0x9245	0x8455
0x8F60	0x8458
0x9ED1	0x845C
0xFECD	0x8462
0x99B9	0x8464
0x8F62	0x8471
0x974C	0x8472
0x91C7	0x847F
0x955F	0x8480
0x99BB	0x8488
0x8E6D	0x8492
0x8F71	0x8493
0x94CB	0x8496
0x95B1	0x84A3
0x9AF2	0x84AD
0x96C3	0x84BD
0x99BD	0x84BE
0xA0CF	0x84DA
0x8F6D	0x84DE
0x99BE	0x84E1
0x8EF4	0x84E2
0x8F72	0x84E4
0x95E4	0x84E5
0x99BF	0x84F8
0x9242	0x8503
0xFBA5	0x8505
0x99C0	0x8510
0xFDB4	0x8533
0x8F77	0x8534
0x99C1	0x8538
0xFAB9	0x8542
0x8F40	0x854B
0xFA44	0x854C
0x99C2	0x8552
0x8F5C	0x855A
0x8CBD	0x855F
0x99C4	0x856F
0x99C5	0x8570
0x8F7B	0x8573
0x8CB6	0x8597
0x8FA3	0x85C1
0x8CCE	0x85D6
0x99C6	0x85E0
0x96CD	0x85EE
0x96C7	0x85FC
0x8FA5	0x8602
0xFABB	0x860D
0x8C61	0x860F
0x9570	0x8610
0x9368	0x8614
0x8F7E	0x8616
0x8FAA	0x8628
0xA050	0x862F
0x90D3	0x8642
0x9556	0x8645
0x8FB8	0x866C
0x99C8	0x8672
0x8FAF	0x867E
0x99C9	0x8692
0x9579	0x86A0
0x9F49	0x86AD
0x99CA	0x86B2
0x99CB	0x86EF
0x9DD5	0x8770
0x8FB0	0x8771
0xFA7A	0x877D
0x9E5F	0x8786
0x99CD	0x878B
0xA0C9	0x878C
0x9ADB	0x87A5
0xA0C6	0x87A9
0x8FB4	0x87B1
0xA0D7	0x87C1
0xA0C7	0x87CE
0xA043	0x87D6
0x8FB5	0x87DA
0x8FB2	0x87EE
0xA061	0x87F5
0x9E5E	0x8804
0x8FB6	0x880F
0x9FE8	0x8818
0x9CB2	0x8827
0x957C	0x882D
0x9FC7	0x8842
0x8FBB	0x8845
0x8FBC	0x8846
0x8FEC	0x884F
0x8FC0	0x885E
0x936A	0x8860
0x8BE4	0x8864
0x9C7C	0x8865
0x95A1	0x886E
0xFEEC	0x8884
0x95A3	0x8887
0x8C45	0x888F
0x8CB8	0x8890
0x8FC1	0x889C
0xA052	0x88A0
0x99D0	0x88AE
0x8FC3	0x88B4
0x8FC4	0x88B5
0x95A4	0x88BF
0x8FC6	0x88C5
0x9E60	0x88C7
0xF9D8	0x88CF
0x95A5	0x88E6
0x9CB3	0x88F5
0x99D1	0x88FF
0xFEF1	0x8900
0x99D2	0x8924
0x9CC2	0x8943
0x99D3	0x8947
0x95A7	0x894D
0x95A9	0x8954
0x95A6	0x8965
0x9C5D	0x8977
0x98E2	0x8980
0x8FC9	0x8987
0xA0C2	0x8989
0x8FCA	0x898A
0x99D4	0x8991
0xA0B9	0x8994
0x9B58	0x89A5
0x8FCD	0x89A7
0xA0D4	0x89A9
0x8FCE	0x89BC
0x8BE5	0x89C1
0x8979	0x89C6
0x8FD0	0x89E7
0x95B6	0x8A1C
0x99D6	0x8A29
0x95E5	0x8A2B
0x99D7	0x8A38
0x95B5	0x8A3D
0xA0CA	0x8A49
0x9FFD	0x8A67
0xA058	0x8A7E
0x8FD6	0x8A90
0x99D8	0x8A94
0x8FD3	0x8A9C
0x8FE5	0x8AA9
0x8FE9	0x8AAF
0x99D9	0x8AB4
0x927C	0x8ADA
0x9C45	0x8AEA
0x8FDE	0x8B0C
0x8FDF	0x8B1F
0xA04B	0x8B2D
0x8FE2	0x8B3F
0xA0CC	0x8B43
0x8FE3	0x8B4C
0x8FE4	0x8B4D
0x9BC4	0x8B5E
0x9BFC	0x8B62
0x964C	0x8B69
0x9AF6	0x8B81
0x8CAE	0x8B83
0x8FE7	0x8B90
0x8FE8	0x8B9B
0x8BE7	0x8BA0
0x897A	0x8BBE
0x897B	0x8BE2
0x99DA	0x8C51
0x8FED	0x8C9B
0x95C0	0x8C9F
0xA0CB	0x8CAD
0x9E48	0x8CCD
0x99DB	0x8CD4
0x8FF3	0x8CD6
0x8FF9	0x8CDB
0x95C1	0x8CE9
0xA04E	0x8CEB
0x99DC	0x8CF2
0xA064	0x8CF7
0x8FF7	0x8D03
0x89B0	0x8D0B
0xA048	0x8D0C
0x8FFB	0x8D11
0x8FF6	0x8D12
0x9DDC	0x8D18
0x99DD	0x8D1C
0x8BE8	0x8D1D
0x92C1	0x8D7A
0x9FD6	0x8D82
0xA0D2	0x8DA6
0x9040	0x8DA9
0x8AC4	0x8DC0
0x99E0	0x8DC3
0x9FF0	0x8DD4
0x9FF3	0x8E01
0x9DBF	0x8E0E
0x9FF6	0x8E28
0x95C8	0x8E2A
0x9E5A	0x8E2D
0x99E3	0x8E3A
0x8A4A	0x8E46
0x9FF1	0x8E4F
0x8AA7	0x8E68
0x99E6	0x8E71
0x9FF7	0x8E75
0x9FED	0x8E77
0x8A5C	0x8E7E
0x9DAE	0x8E80
0x95C9	0x8EA7
0x9048	0x8EAD
0x99E8	0x8EB0
0x9049	0x8EB6
0x8CBA	0x8EB9
0x90B1	0x8EBC
0x904A	0x8EC3
0x99EA	0x8ECE
0x9BD1	0x8EDA
0x99EB	0x8EE2
0x99EC	0x8EE4
0x99ED	0x8EED
0x99EE	0x8EF2
0x904C	0x8F19
0x904D	0x8F2D
0x95CB	0x8F30
0x97E2	0x8F41
0x95CC	0x8F4A
0x9F78	0x8F5C
0x897C	0x8F66
0x897D	0x8F67
0x897E	0x8F6E
0x995D	0x8F93
0x9B5A	0x8FA0
0x9050	0x8FA5
0x8C4F	0x8FA7
0x9054	0x8FB3
0xC6D6	0x8FB5
0x9AA8	0x8FB6
0x99EF	0x8FB7
0xFEEB	0x8FB8
0x9DA3	0x8FB9
0x9DA1	0x8FBA
0x9943	0x8FBB
0x9945	0x8FBC
0x9D7D	0x8FBE
0x99F0	0x8FC1
0x99F1	0x8FCA
0x99F2	0x8FCC
0x8CBC	0x8FCF
0x9D60	0x8FD0
0xA0A3	0x8FDA
0x905B	0x8FF9
0x9EDB	0x9008
0x9D79	0x9012
0x99F3	0x9033
0x9062	0x9037
0x9F55	0x904C
0x9BF9	0x9056
0x9065	0x9061
0x96E0	0x9064
0x98BE	0x906C
0x9068	0x90A8
0x906C	0x90AE
0x95D8	0x90BB
0x906A	0x90C4
0x9FB2	0x9151
0x9FAE	0x9159
0x9FB0	0x915C
0x89AD	0x915E
0x906E	0x9167
0x9E71	0x9170
0x9E4A	0x9176
0x9FDC	0x917C
0x89AB	0x918C
0x9FB8	0x918E
0x9070	0x91A9
0x8B63	0x91B6
0x95DC	0x91BB
0x9071	0x91C4
0xFC5E	0x91D6
0x8949	0x91DF
0x965B	0x91E5
0x8C50	0x91F6
0x94A6	0x91FA
0x8FD5	0x91FE
0x9E73	0x9208
0x9075	0x920E
0x99F7	0x9213
0x8CBF	0x9221
0x99F9	0x9228
0x9663	0x922A
0x95B9	0x922B
0x94D4	0x9235
0xFCFA	0x923C
0x9077	0x9241
0x90AB	0x9244
0x9D4D	0x9255
0x99FA	0x9258
0x92E3	0x925D
0x97BB	0x925F
0x9078	0x9262
0x99FB	0x926B
0x97E0	0x926E
0x96DC	0x9277
0x9CA8	0x9281
0x9772	0x9284
0x9440	0x9289
0x92F2	0x928F
0x99FD	0x92AE
0x99FC	0x92B1
0xF9D7	0x92B9
0x964A	0x92BA
0x96D8	0x92BE
0x99FE	0x92BF
0x904B	0x92D4
0xFA41	0x92DB
0x9A40	0x92E3
0x975B	0x92E5
0x9A41	0x92EB
0x91DD	0x92EC
0x93FC	0x92F2
0x9A42	0x92F3
0x9A43	0x92F4
0x9659	0x92F6
0x9A44	0x92FD
0x9051	0x9303
0x94BF	0x9307
0x90A2	0x932C
0x9CAB	0x9330
0x9776	0x9331
0xFC55	0x9340
0xFE45	0x9341
0x94A8	0x9342
0x9A45	0x9343
0xFA4B	0x9344
0x9DE1	0x9345
0x96D9	0x9348
0x9774	0x935F
0xFDF5	0x9362
0x92E5	0x9366
0x9645	0x9368
0x91DA	0x9369
0x90A3	0x936B
0xA05F	0x936E
0x90AF	0x9373
0x97BF	0x9374
0x914C	0x9378
0x967A	0x937D
0x91DE	0x9381
0x9A46	0x9384
0xFEB0	0x9385
0x9779	0x9386
0x946C	0x9387
0x9858	0x9390
0x9266	0x939C
0x93FB	0x93A0
0x9A47	0x93AD
0x9749	0x93B8
0x9748	0x93BB
0x934A	0x93BD
0x9CE2	0x93BF
0x9264	0x93C6
0x91DF	0x93CB
0xFB79	0x93D3
0x96D7	0x93DB
0x9343	0x93E0
0xFDCB	0x93F0
0xFE7A	0x93F1
0x91DB	0x93F3
0x8C6A	0x93F4
0x97AF	0x9401
0x95DD	0x9404
0x9348	0x9408
0x9A4B	0x9417
0xFC45	0x941B
0x9A4D	0x941D
0x91BC	0x9424
0x90E2	0x9425
0x90B4	0x9426
0x95E1	0x9427
0x9A4E	0x942D
0x9A4F	0x943E
0xFE40	0x9442
0xFE43	0x9443
0x96DD	0x944D
0x9A51	0x9454
0x96A7	0x9458
0x90B0	0x945B
0x9C4E	0x9465
0x9443	0x9467
0x8EBA	0x946C
0x9A52	0x9479
0xFCC1	0x947B
0x8BE9	0x9485
0x9CAF	0x949F
0x8BFD	0x94A2
0x9ABC	0x94C1
0x9AB8	0x94C3
0x9AAE	0x94DC
0x9AA7	0x94F6
0x9A53	0x952D
0x9D74	0x9547
0x8BEA	0x9578
0x8BEB	0x957F
0x90B2	0x9585
0x95E9	0x9596
0x95E8	0x9597
0x95E6	0x9599
0x90B5	0x95A0
0x9A54	0x95A2
0x90B3	0x95A6
0x95E7	0x95A7
0x8B50	0x95AA
0x8BEC	0x95E8
0x9A56	0x95F4
0x8BFB	0x961D
0x9A57	0x9633
0xA0AA	0x9638
0x9FA6	0x9641
0x99CC	0x9645
0x9C59	0x9656
0x99B5	0x9669
0x90BE	0x967B
0x9FAF	0x9681
0x95F2	0x968F
0x90BF	0x9696
0x90C1	0x96A3
0xFEE4	0x96A5
0x90C4	0x96B6
0x90C7	0x96BD
0x92E4	0x96F4
0x9F52	0x9703
0x90DB	0x971B
0xA066	0x9721
0x90D2	0x9731
0x90D4	0x9736
0x9A5B	0x9740
0x95FD	0x9741
0x8BC4	0x9751
0x8C66	0x9755
0x90DE	0x9757
0x9CE4	0x975D
0x90E1	0x975F
0x9E46	0x976D
0x9651	0x9771
0xFB58	0x9787
0x90E6	0x9789
0x9650	0x979B
0x90E7	0x979F
0x90E8	0x97B1
0x9A5D	0x97B2
0x9F7A	0x97B4
0x9B5C	0x97B8
0x9F7C	0x97BA
0xFC52	0x97BD
0x90E9	0x97BE
0x90EA	0x97C0
0x9A5E	0x97C2
0x9F76	0x97C8
0x90EB	0x97D2
0x90EC	0x97E0
0x8BEE	0x97E6
0x90EE	0x97EE
0x91C6	0x97F2
0x90F2	0x97F5
0xFCBC	0x9814
0x8A74	0x9815
0x9657	0x981F
0x9CEF	0x9823
0x9FDF	0x982E
0x90F7	0x9833
0x90F6	0x9834
0x9B5E	0x9847
0x90F8	0x984B
0x90F9	0x9866
0x8CC9	0x9868
0xFA6A	0x986C
0x8BEF	0x9875
0x9FE0	0x98B4
0x9142	0x98B7
0x9A62	0x98B9
0x9569	0x98C3
0x9144	0x98C7
0x9143	0x98C8
0x9141	0x98CA
0x8BF0	0x98CE
0x9660	0x98DC
0x8BF1	0x98DE
0x99F6	0x98E0
0x9149	0x98E1
0x914A	0x98E6
0x914B	0x98EC
0x9A64	0x98F1
0x8ABF	0x98F5
0x9A66	0x990E
0x9A67	0x9919
0x9A69	0x991C
0x9A6A	0x9937
0x9652	0x9938
0x914D	0x9939
0x9666	0x993B
0x9F7B	0x9940
0x9A6B	0x9942
0xA06C	0x994A
0x9667	0x994D
0x9A6C	0x995D
0x9A6D	0x9962
0x8BF2	0x9963
0x966A	0x999B
0xFCEA	0x99A4
0x966C	0x99AA
0x91C4	0x99B8
0x9677	0x99BC
0x99F4	0x99C4
0x9A6F	0x99C5
0x9FAB	0x99DA
0x8CBE	0x99E0
0x8EC1	0x99E1
0x9555	0x99E6
0x9152	0x99F5
0x9153	0x9A0C
0x9155	0x9A10
0x955D	0x9A1F
0x9671	0x9A21
0x9C6D	0x9A26
0x9673	0x9A2F
0x9154	0x9A3B
0x9A71	0x9A3C
0x9156	0x9A58
0x966D	0x9A5C
0x9557	0x9A63
0x89C6	0x9A6C
0x89C7	0x9A8F
0x8A6A	0x9AB2
0x8B57	0x9AB6
0x9FE1	0x9ABA
0x9B5F	0x9ABD
0xA05D	0x9AD7
0x915B	0x9AE0
0x915C	0x9AE2
0x915E	0x9AF4
0x9F5C	0x9AFF
0x9F57	0x9B02
0x9F65	0x9B09
0x9A72	0x9B0F
0x9160	0x9B14
0x9F5E	0x9B2A
0x9161	0x9B2D
0x9164	0x9B34
0x9F41	0x9B39
0x9169	0x9B40
0x9168	0x9B50
0x9A74	0x9B69
0x96B2	0x9B7F
0x9A75	0x9B81
0xFDA5	0x9B83
0x9EE9	0x9B8B
0x8BBA	0x9B8D
0x916D	0x9B8E
0xA060	0x9B8F
0x9FDE	0x9B97
0x9FC3	0x9B9D
0x96B5	0x9B9F
0xA067	0x9BB0
0x96B3	0x9BCF
0x9A76	0x9BDD
0x95D5	0x9BE9
0x9ECA	0x9BED
0x9A77	0x9BF1
0x9A78	0x9BF4
0x9170	0x9BFF
0x916F	0x9C02
0x9FA3	0x9C0A
0x9171	0x9C0C
0x96B1	0x9C10
0x9F63	0x9C15
0x9F67	0x9C1B
0x8BB9	0x9C1F
0x9A7A	0x9C20
0x8B56	0x9C26
0x9ADA	0x9C2F
0x96B0	0x9C35
0x9A7E	0x9C3A
0x9DDE	0x9C45
0x96AD	0x9C4F
0x96AE	0x9C53
0x9EA1	0x9C5D
0x9E50	0x9C72
0x96AF	0x9C7B
0x8BF4	0x9C7C
0x9FA4	0x9D02
0x96BD	0x9D0C
0x96F4	0x9D16
0x96B8	0x9D21
0xFAA1	0x9D34
0x91A7	0x9D39
0xA05E	0x9D44
0x9A7D	0x9D49
0x8948	0x9D4E
0x9EB1	0x9D50
0x9DDB	0x9D5E
0x95BF	0x9D6D
0x8A73	0x9D6E
0x9EFE	0x9D7C
0x917A	0x9D7E
0x917B	0x9D83
0x9AA3	0x9D93
0x96C2	0x9DA5
0x9F77	0x9DAB
0x9AA4	0x9DBD
0x9AA5	0x9DC0
0x91A1	0x9DC4
0x89B8	0x9DC9
0x9173	0x9DD4
0x9AA6	0x9DFC
0x89BD	0x9E0A
0x89B9	0x9E0C
0x917D	0x9E0E
0x96BB	0x9E18
0x9FF2	0x9E1C
0x8BF5	0x9E1F
0x9AA9	0x9E7B
0x9F54	0x9E81
0x9FE3	0x9E84
0x9EED	0x9E85
0x91AA	0x9E90
0x91AB	0x9E95
0xA070	0x9E96
0x9F6D	0x9E98
0x91AC	0x9E9E
0x91AD	0x9EA2
0xA0FD	0x9EA6
0x9FE2	0x9EA8
0x91AF	0x9EAA
0x9E41	0x9EAB
0x9AAA	0x9EAC
0x91B0	0x9EAF
0x9AAB	0x9EB1
0x9AAC	0x9EBD
0x9A4A	0x9EBF
0x91B2	0x9EC1
0x8BF6	0x9EC4
0x9AAD	0x9EC6
0x89B6	0x9EC7
0x9AAF	0x9EE2
0x9AB0	0x9EF1
0x9AB1	0x9EF8
0x9AA1	0x9EFE
0x91B9	0x9F02
0x91BA	0x9F08
0x91BE	0x9F17
0xA041	0x9F26
0x8BB7	0x9F27
0x91C0	0x9F39
0x9AB3	0x9F44
0x91C3	0x9F45
0xA0FC	0x9F50
0x9FEE	0x9F53
0x9F69	0x9F5A
0x91C8	0x9F62
0x91C9	0x9F69
0x8DE6	0x9F7F
0x91CB	0x9F8E
0x89C8	0x9F99
0x8DAA	0x9F9F
0x9FDD	0x9FA5
0xFA40	0xE000
0xFA41	0xE001
0xFA42	0xE002
0xFA43	0xE003
0xFA44	0xE004
0xFA45	0xE005
0xFA46	0xE006
0xFA47	0xE007
0xFA48	0xE008
0xFA49	0xE009
0xFA4A	0xE00A
0xFA4B	0xE00B
0xFA4C	0xE00C
0xFA4D	0xE00D
0xFA4E	0xE00E
0xFA4F	0xE00F
0xFA50	0xE010
0xFA51	0xE011
0xFA52	0xE012
0xFA53	0xE013
0xFA54	0xE014
0xFA55	0xE015
0xFA56	0xE016
0xFA57	0xE017
0xFA58	0xE018
0xFA59	0xE019
0xFA5A	0xE01A
0xFA5B	0xE01B
0xFA5C	0xE01C
0xFA5D	0xE01D
0xFA5E	0xE01E
0xFA60	0xE020
0xFA61	0xE021
0xFA62	0xE022
0xFA63	0xE023
0xFA64	0xE024
0xFA65	0xE025
0xFA67	0xE027
0xFA68	0xE028
0xFA69	0xE029
0xFA6A	0xE02A
0xFA6B	0xE02B
0xFA6C	0xE02C
0xFA6D	0xE02D
0xFA6E	0xE02E
0xFA6F	0xE02F
0xFA70	0xE030
0xFA71	0xE031
0xFA72	0xE032
0xFA73	0xE033
0xFA74	0xE034
0xFA75	0xE035
0xFA76	0xE036
0xFA77	0xE037
0xFA78	0xE038
0xFA79	0xE039
0xFA7A	0xE03A
0xFA7B	0xE03B
0xFA7C	0xE03C
0xFA7D	0xE03D
0xFA7E	0xE03E
0xFAA1	0xE03F
0xFAA2	0xE040
0xFAA3	0xE041
0xFAA4	0xE042
0xFAA5	0xE043
0xFAA6	0xE044
0xFAA7	0xE045
0xFAA8	0xE046
0xFAA9	0xE047
0xFAAA	0xE048
0xFAAB	0xE049
0xFAAC	0xE04A
0xFAAD	0xE04B
0xFAAE	0xE04C
0xFAAF	0xE04D
0xFAB0	0xE04E
0xFAB1	0xE04F
0xFAB2	0xE050
0xFAB3	0xE051
0xFAB4	0xE052
0xFAB5	0xE053
0xFAB6	0xE054
0xFAB7	0xE055
0xFAB8	0xE056
0xFAB9	0xE057
0xFABA	0xE058
0xFABB	0xE059
0xFABC	0xE05A
0xFABE	0xE05C
0xFABF	0xE05D
0xFAC0	0xE05E
0xFAC1	0xE05F
0xFAC2	0xE060
0xFAC3	0xE061
0xFAC4	0xE062
0xFAC6	0xE064
0xFAC7	0xE065
0xFAC8	0xE066
0xFAC9	0xE067
0xFACA	0xE068
0xFACB	0xE069
0xFACC	0xE06A
0xFACD	0xE06B
0xFACE	0xE06C
0xFACF	0xE06D
0xFAD0	0xE06E
0xFAD1	0xE06F
0xFAD2	0xE070
0xFAD3	0xE071
0xFAD4	0xE072
0xFAD6	0xE074
0xFAD7	0xE075
0xFAD8	0xE076
0xFAD9	0xE077
0xFADA	0xE078
0xFADB	0xE079
0xFADC	0xE07A
0xFADD	0xE07B
0xFADE	0xE07C
0xFADF	0xE07D
0xFAE0	0xE07E
0xFAE1	0xE07F
0xFAE2	0xE080
0xFAE3	0xE081
0xFAE4	0xE082
0xFAE5	0xE083
0xFAE6	0xE084
0xFAE7	0xE085
0xFAE8	0xE086
0xFAE9	0xE087
0xFAEA	0xE088
0xFAEB	0xE089
0xFAEC	0xE08A
0xFAED	0xE08B
0xFAEE	0xE08C
0xFAEF	0xE08D
0xFAF0	0xE08E
0xFAF1	0xE08F
0xFAF2	0xE090
0xFAF3	0xE091
0xFAF4	0xE092
0xFAF5	0xE093
0xFAF6	0xE094
0xFAF7	0xE095
0xFAF8	0xE096
0xFAF9	0xE097
0xFAFA	0xE098
0xFAFB	0xE099
0xFAFC	0xE09A
0xFAFD	0xE09B
0xFAFE	0xE09C
0xFB40	0xE09D
0xFB41	0xE09E
0xFB42	0xE09F
0xFB43	0xE0A0
0xFB44	0xE0A1
0xFB45	0xE0A2
0xFB46	0xE0A3
0xFB47	0xE0A4
0x9DEF	0xE0A5
0xFB49	0xE0A6
0xFB4A	0xE0A7
0xFB4B	0xE0A8
0xFB4C	0xE0A9
0xFB4D	0xE0AA
0xFB4E	0xE0AB
0xFB4F	0xE0AC
0xFB50	0xE0AD
0xFB51	0xE0AE
0xFB52	0xE0AF
0xFB53	0xE0B0
0xFB54	0xE0B1
0xFB55	0xE0B2
0xFB56	0xE0B3
0xFB57	0xE0B4
0xFB58	0xE0B5
0xFB59	0xE0B6
0xFB5A	0xE0B7
0xFB5B	0xE0B8
0xFB5C	0xE0B9
0xFB5D	0xE0BA
0xFB5E	0xE0BB
0xFB5F	0xE0BC
0xFB60	0xE0BD
0xFB61	0xE0BE
0xFB62	0xE0BF
0xFB63	0xE0C0
0xFB64	0xE0C1
0xFB65	0xE0C2
0xFB66	0xE0C3
0xFB67	0xE0C4
0xFB68	0xE0C5
0xFB69	0xE0C6
0xFB6A	0xE0C7
0xFB6B	0xE0C8
0xFB6C	0xE0C9
0xFB6D	0xE0CA
0xFB6E	0xE0CB
0xFB6F	0xE0CC
0xFB70	0xE0CD
0xFB71	0xE0CE
0xFB72	0xE0CF
0xFB73	0xE0D0
0xFB74	0xE0D1
0xFB75	0xE0D2
0xFB76	0xE0D3
0xFB77	0xE0D4
0xFB78	0xE0D5
0xFB79	0xE0D6
0xFB7A	0xE0D7
0xFB7B	0xE0D8
0xFB7C	0xE0D9
0xFB7D	0xE0DA
0xFB7E	0xE0DB
0xFBA1	0xE0DC
0xFBA2	0xE0DD
0xFBA3	0xE0DE
0xFBA4	0xE0DF
0xFBA5	0xE0E0
0xFBA6	0xE0E1
0xFBA7	0xE0E2
0xFBA8	0xE0E3
0xFBA9	0xE0E4
0xFBAA	0xE0E5
0xFBAB	0xE0E6
0xFBAC	0xE0E7
0xFBAD	0xE0E8
0xFBAE	0xE0E9
0xFBAF	0xE0EA
0xFBB0	0xE0EB
0xFBB1	0xE0EC
0xFBB2	0xE0ED
0xFBB3	0xE0EE
0xFBB4	0xE0EF
0xFBB5	0xE0F0
0xFBB6	0xE0F1
0xFBB7	0xE0F2
0xFBB9	0xE0F4
0xFBBA	0xE0F5
0xFBBB	0xE0F6
0xFBBC	0xE0F7
0xFBBD	0xE0F8
0xFBBE	0xE0F9
0xFBBF	0xE0FA
0xFBC0	0xE0FB
0xFBC1	0xE0FC
0xFBC2	0xE0FD
0xFBC3	0xE0FE
0xFBC4	0xE0FF
0xFBC5	0xE100
0xFBC6	0xE101
0xFBC7	0xE102
0xFBC8	0xE103
0xFBC9	0xE104
0xFBCA	0xE105
0xFBCB	0xE106
0xFBCC	0xE107
0xFBCD	0xE108
0xFBCE	0xE109
0xFBCF	0xE10A
0xFBD0	0xE10B
0xFBD1	0xE10C
0xFBD2	0xE10D
0xFBD3	0xE10E
0xFBD4	0xE10F
0xFBD5	0xE110
0xFBD6	0xE111
0xFBD7	0xE112
0xFBD8	0xE113
0xFBD9	0xE114
0xFBDA	0xE115
0xFBDB	0xE116
0xFBDC	0xE117
0xFBDD	0xE118
0xFBDE	0xE119
0xFBDF	0xE11A
0xFBE0	0xE11B
0xFBE1	0xE11C
0xFBE2	0xE11D
0xFBE3	0xE11E
0xFBE4	0xE11F
0xFBE5	0xE120
0xFBE6	0xE121
0xFBE7	0xE122
0xFBE8	0xE123
0xFBE9	0xE124
0xFBEA	0xE125
0xFBEB	0xE126
0xFBEC	0xE127
0xFBED	0xE128
0xFBEE	0xE129
0xFBEF	0xE12A
0xFBF0	0xE12B
0xFBF1	0xE12C
0xFBF2	0xE12D
0xFBF4	0xE12F
0xFBF5	0xE130
0xFBF6	0xE131
0xFBF7	0xE132
0xFBF8	0xE133
0x9DFB	0xE134
0xFBFA	0xE135
0xFBFB	0xE136
0xFBFC	0xE137
0xFBFD	0xE138
0xFBFE	0xE139
0xFC40	0xE13A
0xFC41	0xE13B
0xFC42	0xE13C
0xFC43	0xE13D
0xFC44	0xE13E
0xFC45	0xE13F
0xFC46	0xE140
0xFC47	0xE141
0xFC48	0xE142
0xFC49	0xE143
0xFC4A	0xE144
0xFC4B	0xE145
0xFC4C	0xE146
0xFC4D	0xE147
0xFC4E	0xE148
0xFC50	0xE14A
0xFC51	0xE14B
0xFC52	0xE14C
0xFC53	0xE14D
0xFC54	0xE14E
0xFC55	0xE14F
0xFC56	0xE150
0xFC57	0xE151
0xFC58	0xE152
0xFC59	0xE153
0xFC5A	0xE154
0xFC5B	0xE155
0xFC5C	0xE156
0xFC5D	0xE157
0xFC5E	0xE158
0xFC5F	0xE159
0xFC60	0xE15A
0xFC61	0xE15B
0xFC62	0xE15C
0xFC63	0xE15D
