Importing revision: 15f199c91a72b0d51bf0a12b3b77827ecb5051ff
from repository: https://github.com/web-platform-tests/wpt.git
Importing css-writing-modes/bidi-unset-006.html to css-writing-modes/bidi-unset-006.html
Importing css-writing-modes/bidi-unset-007.html to css-writing-modes/bidi-unset-007.html
Importing css-writing-modes/bidi-unset-008.html to css-writing-modes/bidi-unset-008.html
Importing css-writing-modes/bidi-unset-009.html to css-writing-modes/bidi-unset-009.html
Importing css-writing-modes/bidi-unset-010.html to css-writing-modes/bidi-unset-010.html
Importing css-writing-modes/block-embed-001.html to css-writing-modes/block-embed-001.html
Importing css-writing-modes/reference/block-embed-001.html to css-writing-modes/reference/block-embed-001.html
Importing css-writing-modes/block-embed-002.html to css-writing-modes/block-embed-002.html
Importing css-writing-modes/reference/block-embed-002.html to css-writing-modes/reference/block-embed-002.html
Importing css-writing-modes/block-embed-003.html to css-writing-modes/block-embed-003.html
Importing css-writing-modes/reference/block-embed-003.html to css-writing-modes/reference/block-embed-003.html
Importing css-writing-modes/block-flow-direction-004.xht to css-writing-modes/block-flow-direction-004.xht
Importing css-writing-modes/block-flow-direction-001-ref.xht to css-writing-modes/block-flow-direction-001-ref.xht
Importing css-writing-modes/block-flow-direction-htb-001.xht to css-writing-modes/block-flow-direction-htb-001.xht
Importing css-writing-modes/block-flow-direction-slr-043.xht to css-writing-modes/block-flow-direction-slr-043.xht
Importing css-writing-modes/block-flow-direction-043-ref.xht to css-writing-modes/block-flow-direction-043-ref.xht
Importing css-writing-modes/block-flow-direction-slr-047.xht to css-writing-modes/block-flow-direction-slr-047.xht
Importing css-writing-modes/block-flow-direction-002-ref.xht to css-writing-modes/block-flow-direction-002-ref.xht
Importing css-writing-modes/block-flow-direction-slr-048.xht to css-writing-modes/block-flow-direction-slr-048.xht
Importing css-writing-modes/block-flow-direction-slr-050.xht to css-writing-modes/block-flow-direction-slr-050.xht
Importing css-writing-modes/block-flow-direction-slr-054.xht to css-writing-modes/block-flow-direction-slr-054.xht
Importing css-writing-modes/block-flow-direction-slr-055.xht to css-writing-modes/block-flow-direction-slr-055.xht
Importing css-writing-modes/block-flow-direction-slr-056.xht to css-writing-modes/block-flow-direction-slr-056.xht
Importing css-writing-modes/block-flow-direction-slr-058.xht to css-writing-modes/block-flow-direction-slr-058.xht
Importing css-writing-modes/block-flow-direction-slr-060.xht to css-writing-modes/block-flow-direction-slr-060.xht
Importing css-writing-modes/block-flow-direction-slr-062.xht to css-writing-modes/block-flow-direction-slr-062.xht
Importing css-writing-modes/block-flow-direction-slr-063.xht to css-writing-modes/block-flow-direction-slr-063.xht
Importing css-writing-modes/block-flow-direction-slr-066.xht to css-writing-modes/block-flow-direction-slr-066.xht
Importing css-writing-modes/block-flow-direction-066-ref.xht to css-writing-modes/block-flow-direction-066-ref.xht
Importing css-writing-modes/block-flow-direction-srl-042.xht to css-writing-modes/block-flow-direction-srl-042.xht
Importing css-writing-modes/block-flow-direction-srl-045.xht to css-writing-modes/block-flow-direction-srl-045.xht
Importing css-writing-modes/block-flow-direction-srl-046.xht to css-writing-modes/block-flow-direction-srl-046.xht
Importing css-writing-modes/block-flow-direction-srl-049.xht to css-writing-modes/block-flow-direction-srl-049.xht
Importing css-writing-modes/block-flow-direction-srl-051.xht to css-writing-modes/block-flow-direction-srl-051.xht
Importing css-writing-modes/block-flow-direction-srl-052.xht to css-writing-modes/block-flow-direction-srl-052.xht
Importing css-writing-modes/block-flow-direction-srl-053.xht to css-writing-modes/block-flow-direction-srl-053.xht
Importing css-writing-modes/block-flow-direction-srl-057.xht to css-writing-modes/block-flow-direction-srl-057.xht
Importing css-writing-modes/block-flow-direction-srl-059.xht to css-writing-modes/block-flow-direction-srl-059.xht
Importing css-writing-modes/block-flow-direction-srl-061.xht to css-writing-modes/block-flow-direction-srl-061.xht
Importing css-writing-modes/block-flow-direction-srl-064.xht to css-writing-modes/block-flow-direction-srl-064.xht
Importing css-writing-modes/block-flow-direction-srl-065.xht to css-writing-modes/block-flow-direction-srl-065.xht
Importing css-writing-modes/block-flow-direction-025-ref.xht to css-writing-modes/block-flow-direction-025-ref.xht
Importing css-writing-modes/block-flow-direction-vlr-003.xht to css-writing-modes/block-flow-direction-vlr-003.xht
Importing css-writing-modes/block-flow-direction-vlr-007.xht to css-writing-modes/block-flow-direction-vlr-007.xht
Importing css-writing-modes/block-flow-direction-vlr-008.xht to css-writing-modes/block-flow-direction-vlr-008.xht
Importing css-writing-modes/block-flow-direction-vlr-010.xht to css-writing-modes/block-flow-direction-vlr-010.xht
Importing css-writing-modes/block-flow-direction-vlr-014.xht to css-writing-modes/block-flow-direction-vlr-014.xht
Importing css-writing-modes/block-flow-direction-vlr-015.xht to css-writing-modes/block-flow-direction-vlr-015.xht
Importing css-writing-modes/block-flow-direction-vlr-016.xht to css-writing-modes/block-flow-direction-vlr-016.xht
Importing css-writing-modes/block-flow-direction-vlr-018.xht to css-writing-modes/block-flow-direction-vlr-018.xht
Importing css-writing-modes/block-flow-direction-vlr-020.xht to css-writing-modes/block-flow-direction-vlr-020.xht
Importing css-writing-modes/block-flow-direction-vlr-022.xht to css-writing-modes/block-flow-direction-vlr-022.xht
Importing css-writing-modes/block-flow-direction-vlr-023.xht to css-writing-modes/block-flow-direction-vlr-023.xht
Importing css-writing-modes/block-flow-direction-vrl-002.xht to css-writing-modes/block-flow-direction-vrl-002.xht
Importing css-writing-modes/block-flow-direction-vrl-005.xht to css-writing-modes/block-flow-direction-vrl-005.xht
Importing css-writing-modes/block-flow-direction-vrl-006.xht to css-writing-modes/block-flow-direction-vrl-006.xht
Importing css-writing-modes/block-flow-direction-vrl-009.xht to css-writing-modes/block-flow-direction-vrl-009.xht
Importing css-writing-modes/block-flow-direction-vrl-011.xht to css-writing-modes/block-flow-direction-vrl-011.xht
Importing css-writing-modes/block-flow-direction-vrl-012.xht to css-writing-modes/block-flow-direction-vrl-012.xht
Importing css-writing-modes/block-flow-direction-vrl-013.xht to css-writing-modes/block-flow-direction-vrl-013.xht
Importing css-writing-modes/block-flow-direction-vrl-017.xht to css-writing-modes/block-flow-direction-vrl-017.xht
Importing css-writing-modes/block-flow-direction-vrl-019.xht to css-writing-modes/block-flow-direction-vrl-019.xht
Importing css-writing-modes/block-flow-direction-vrl-021.xht to css-writing-modes/block-flow-direction-vrl-021.xht
Importing css-writing-modes/block-flow-direction-vrl-024.xht to css-writing-modes/block-flow-direction-vrl-024.xht
Importing css-writing-modes/block-flow-direction-vrl-025.xht to css-writing-modes/block-flow-direction-vrl-025.xht
Importing css-writing-modes/block-flow-direction-vrl-026.xht to css-writing-modes/block-flow-direction-vrl-026.xht
Importing css-writing-modes/block-flow-direction-vrl-026-ref.xht to css-writing-modes/block-flow-direction-vrl-026-ref.xht
Importing css-writing-modes/block-override-001.html to css-writing-modes/block-override-001.html
Importing css-writing-modes/reference/block-override-001.html to css-writing-modes/reference/block-override-001.html
Importing css-writing-modes/block-override-002.html to css-writing-modes/block-override-002.html
Importing css-writing-modes/reference/block-override-002.html to css-writing-modes/reference/block-override-002.html
Importing css-writing-modes/block-override-003.html to css-writing-modes/block-override-003.html
Importing css-writing-modes/reference/block-override-003.html to css-writing-modes/reference/block-override-003.html
Importing css-writing-modes/block-override-004.html to css-writing-modes/block-override-004.html
Importing css-writing-modes/reference/block-override-004.html to css-writing-modes/reference/block-override-004.html
Importing css-writing-modes/block-override-isolate-001.html to css-writing-modes/block-override-isolate-001.html
Importing css-writing-modes/reference/block-override-isolate-001.html to css-writing-modes/reference/block-override-isolate-001.html
Importing css-writing-modes/block-override-isolate-002.html to css-writing-modes/block-override-isolate-002.html
Importing css-writing-modes/reference/block-override-isolate-002.html to css-writing-modes/reference/block-override-isolate-002.html
Importing css-writing-modes/block-override-isolate-003.html to css-writing-modes/block-override-isolate-003.html
Importing css-writing-modes/reference/block-override-isolate-003.html to css-writing-modes/reference/block-override-isolate-003.html
Importing css-writing-modes/block-override-isolate-004.html to css-writing-modes/block-override-isolate-004.html
Importing css-writing-modes/reference/block-override-isolate-004.html to css-writing-modes/reference/block-override-isolate-004.html
Importing css-writing-modes/block-plaintext-001.html to css-writing-modes/block-plaintext-001.html
Importing css-writing-modes/reference/block-plaintext-001.html to css-writing-modes/reference/block-plaintext-001.html
Importing css-writing-modes/block-plaintext-002.html to css-writing-modes/block-plaintext-002.html
Importing css-writing-modes/reference/block-plaintext-002.html to css-writing-modes/reference/block-plaintext-002.html
Importing css-writing-modes/block-plaintext-003.html to css-writing-modes/block-plaintext-003.html
Importing css-writing-modes/reference/block-plaintext-003.html to css-writing-modes/reference/block-plaintext-003.html
Importing css-writing-modes/block-plaintext-004.html to css-writing-modes/block-plaintext-004.html
Importing css-writing-modes/reference/block-plaintext-004.html to css-writing-modes/reference/block-plaintext-004.html
Importing css-writing-modes/block-plaintext-006.html to css-writing-modes/block-plaintext-006.html
Importing css-writing-modes/reference/block-plaintext-006.html to css-writing-modes/reference/block-plaintext-006.html
Importing css-writing-modes/border-conflict-element-vlr-003.xht to css-writing-modes/border-conflict-element-vlr-003.xht
Importing css-writing-modes/border-conflict-element-vlr-005.xht to css-writing-modes/border-conflict-element-vlr-005.xht
Importing css-writing-modes/border-conflict-element-vlr-007.xht to css-writing-modes/border-conflict-element-vlr-007.xht
Importing css-writing-modes/border-conflict-element-vlr-009.xht to css-writing-modes/border-conflict-element-vlr-009.xht
Importing css-writing-modes/border-conflict-element-vlr-011.xht to css-writing-modes/border-conflict-element-vlr-011.xht
Importing css-writing-modes/border-conflict-element-vlr-013.xht to css-writing-modes/border-conflict-element-vlr-013.xht
Importing css-writing-modes/border-conflict-element-vrl-002.xht to css-writing-modes/border-conflict-element-vrl-002.xht
Importing css-writing-modes/border-conflict-element-vrl-004.xht to css-writing-modes/border-conflict-element-vrl-004.xht
Importing css-writing-modes/border-conflict-element-vrl-006.xht to css-writing-modes/border-conflict-element-vrl-006.xht
Importing css-writing-modes/border-conflict-element-vrl-008.xht to css-writing-modes/border-conflict-element-vrl-008.xht
Importing css-writing-modes/border-conflict-element-vrl-010.xht to css-writing-modes/border-conflict-element-vrl-010.xht
Importing css-writing-modes/border-conflict-element-vrl-012.xht to css-writing-modes/border-conflict-element-vrl-012.xht
Importing css-writing-modes/border-spacing-vlr-003.xht to css-writing-modes/border-spacing-vlr-003.xht
Importing css-writing-modes/border-spacing-vrl-002-ref.xht to css-writing-modes/border-spacing-vrl-002-ref.xht
Importing css-writing-modes/border-spacing-vlr-005.xht to css-writing-modes/border-spacing-vlr-005.xht
Importing css-writing-modes/border-spacing-vrl-002.xht to css-writing-modes/border-spacing-vrl-002.xht
Importing css-writing-modes/border-spacing-vrl-004.xht to css-writing-modes/border-spacing-vrl-004.xht
Importing css-writing-modes/border-vlr-007.xht to css-writing-modes/border-vlr-007.xht
Importing css-writing-modes/margin-vrl-002-ref.xht to css-writing-modes/margin-vrl-002-ref.xht
Importing css-writing-modes/border-vrl-006.xht to css-writing-modes/border-vrl-006.xht
Importing css-writing-modes/box-offsets-rel-pos-vlr-003.xht to css-writing-modes/box-offsets-rel-pos-vlr-003.xht
Importing css-writing-modes/box-offsets-rel-pos-vlr-005.xht to css-writing-modes/box-offsets-rel-pos-vlr-005.xht
Importing css-writing-modes/box-offsets-rel-pos-vlr-005-ref.xht to css-writing-modes/box-offsets-rel-pos-vlr-005-ref.xht
Importing css-writing-modes/box-offsets-rel-pos-vrl-002.xht to css-writing-modes/box-offsets-rel-pos-vrl-002.xht
Importing css-writing-modes/box-offsets-rel-pos-vrl-004.xht to css-writing-modes/box-offsets-rel-pos-vrl-004.xht
Importing css-writing-modes/box-offsets-rel-pos-vrl-004-ref.xht to css-writing-modes/box-offsets-rel-pos-vrl-004-ref.xht
Importing css-writing-modes/caption-side-vlr-003.xht to css-writing-modes/caption-side-vlr-003.xht
Importing css-writing-modes/caption-side-vlr-005.xht to css-writing-modes/caption-side-vlr-005.xht
Importing css-writing-modes/caption-side-vrl-002.xht to css-writing-modes/caption-side-vrl-002.xht
Importing css-writing-modes/caption-side-vrl-004.xht to css-writing-modes/caption-side-vrl-004.xht
Importing css-writing-modes/central-baseline-alignment-002.xht to css-writing-modes/central-baseline-alignment-002.xht
Importing css-writing-modes/central-baseline-alignment-002-ref.xht to css-writing-modes/central-baseline-alignment-002-ref.xht
Importing css-writing-modes/central-baseline-alignment-003.xht to css-writing-modes/central-baseline-alignment-003.xht
Importing css-writing-modes/clearance-calculations-vrl-002.xht to css-writing-modes/clearance-calculations-vrl-002.xht
Importing css-writing-modes/clearance-calculations-vrl-002-ref.xht to css-writing-modes/clearance-calculations-vrl-002-ref.xht
Importing css-writing-modes/clearance-calculations-vrl-004.xht to css-writing-modes/clearance-calculations-vrl-004.xht
Importing css-writing-modes/clearance-calculations-vrl-004-ref.xht to css-writing-modes/clearance-calculations-vrl-004-ref.xht
Importing css-writing-modes/clearance-calculations-vrl-006.xht to css-writing-modes/clearance-calculations-vrl-006.xht
Importing css-writing-modes/clearance-calculations-vrl-006-ref.xht to css-writing-modes/clearance-calculations-vrl-006-ref.xht
Importing css-writing-modes/clearance-calculations-vrl-008.xht to css-writing-modes/clearance-calculations-vrl-008.xht
Importing css-writing-modes/clearance-calculations-vrl-008-ref.xht to css-writing-modes/clearance-calculations-vrl-008-ref.xht
Importing css-writing-modes/clip-rect-vlr-003.xht to css-writing-modes/clip-rect-vlr-003.xht
Importing css-writing-modes/clip-rect-vrl-002-ref.xht to css-writing-modes/clip-rect-vrl-002-ref.xht
Importing css-writing-modes/clip-rect-vlr-005.xht to css-writing-modes/clip-rect-vlr-005.xht
Importing css-writing-modes/clip-rect-vrl-004-ref.xht to css-writing-modes/clip-rect-vrl-004-ref.xht
Importing css-writing-modes/clip-rect-vlr-007.xht to css-writing-modes/clip-rect-vlr-007.xht
Importing css-writing-modes/clip-rect-vrl-006-ref.xht to css-writing-modes/clip-rect-vrl-006-ref.xht
Importing css-writing-modes/clip-rect-vlr-009.xht to css-writing-modes/clip-rect-vlr-009.xht
Importing css-writing-modes/clip-rect-vrl-008-ref.xht to css-writing-modes/clip-rect-vrl-008-ref.xht
Importing css-writing-modes/clip-rect-vlr-011.xht to css-writing-modes/clip-rect-vlr-011.xht
Importing css-writing-modes/clip-rect-vlr-011-ref.xht to css-writing-modes/clip-rect-vlr-011-ref.xht
Importing css-writing-modes/clip-rect-vlr-013.xht to css-writing-modes/clip-rect-vlr-013.xht
Importing css-writing-modes/clip-rect-vlr-013-ref.xht to css-writing-modes/clip-rect-vlr-013-ref.xht
Importing css-writing-modes/clip-rect-vlr-015.xht to css-writing-modes/clip-rect-vlr-015.xht
Importing css-writing-modes/clip-rect-vlr-015-ref.xht to css-writing-modes/clip-rect-vlr-015-ref.xht
Importing css-writing-modes/clip-rect-vlr-017.xht to css-writing-modes/clip-rect-vlr-017.xht
Importing css-writing-modes/clip-rect-vlr-017-ref.xht to css-writing-modes/clip-rect-vlr-017-ref.xht
Importing css-writing-modes/clip-rect-vrl-002.xht to css-writing-modes/clip-rect-vrl-002.xht
Importing css-writing-modes/clip-rect-vrl-004.xht to css-writing-modes/clip-rect-vrl-004.xht
Importing css-writing-modes/clip-rect-vrl-006.xht to css-writing-modes/clip-rect-vrl-006.xht
Importing css-writing-modes/clip-rect-vrl-008.xht to css-writing-modes/clip-rect-vrl-008.xht
Importing css-writing-modes/clip-rect-vrl-010.xht to css-writing-modes/clip-rect-vrl-010.xht
Importing css-writing-modes/clip-rect-vrl-010-ref.xht to css-writing-modes/clip-rect-vrl-010-ref.xht
Importing css-writing-modes/clip-rect-vrl-012.xht to css-writing-modes/clip-rect-vrl-012.xht
Importing css-writing-modes/clip-rect-vrl-012-ref.xht to css-writing-modes/clip-rect-vrl-012-ref.xht
Importing css-writing-modes/clip-rect-vrl-014.xht to css-writing-modes/clip-rect-vrl-014.xht
Importing css-writing-modes/clip-rect-vrl-014-ref.xht to css-writing-modes/clip-rect-vrl-014-ref.xht
Importing css-writing-modes/clip-rect-vrl-016.xht to css-writing-modes/clip-rect-vrl-016.xht
Importing css-writing-modes/clip-rect-vrl-016-ref.xht to css-writing-modes/clip-rect-vrl-016-ref.xht
Importing css-writing-modes/contiguous-floated-table-vlr-003.xht to css-writing-modes/contiguous-floated-table-vlr-003.xht
Importing css-writing-modes/contiguous-floated-table-vlr-005.xht to css-writing-modes/contiguous-floated-table-vlr-005.xht
Importing css-writing-modes/contiguous-floated-table-vlr-007.xht to css-writing-modes/contiguous-floated-table-vlr-007.xht
Importing css-writing-modes/contiguous-floated-table-vlr-009.xht to css-writing-modes/contiguous-floated-table-vlr-009.xht
Importing css-writing-modes/contiguous-floated-table-vrl-002.xht to css-writing-modes/contiguous-floated-table-vrl-002.xht
Importing css-writing-modes/contiguous-floated-table-vrl-004.xht to css-writing-modes/contiguous-floated-table-vrl-004.xht
Importing css-writing-modes/contiguous-floated-table-vrl-006.xht to css-writing-modes/contiguous-floated-table-vrl-006.xht
Importing css-writing-modes/contiguous-floated-table-vrl-008.xht to css-writing-modes/contiguous-floated-table-vrl-008.xht
Importing css-writing-modes/different-block-flow-dir-001.xht to css-writing-modes/different-block-flow-dir-001.xht
Importing css-writing-modes/different-block-flow-dir-002.xht to css-writing-modes/different-block-flow-dir-002.xht
Importing css-writing-modes/direction-vlr-003.xht to css-writing-modes/direction-vlr-003.xht
Importing css-writing-modes/direction-vlr-003-ref.xht to css-writing-modes/direction-vlr-003-ref.xht
Importing css-writing-modes/direction-vlr-005.xht to css-writing-modes/direction-vlr-005.xht
Importing css-writing-modes/direction-vrl-002.xht to css-writing-modes/direction-vrl-002.xht
Importing css-writing-modes/direction-vrl-002-ref.xht to css-writing-modes/direction-vrl-002-ref.xht
Importing css-writing-modes/direction-vrl-004.xht to css-writing-modes/direction-vrl-004.xht
Importing css-writing-modes/direction-vrl-004-ref.xht to css-writing-modes/direction-vrl-004-ref.xht
Importing css-writing-modes/flexbox_align-items-stretch-writing-modes.html to css-writing-modes/flexbox_align-items-stretch-writing-modes.html
Importing css-writing-modes/flexbox_align-items-stretch-writing-modes-ref.html to css-writing-modes/flexbox_align-items-stretch-writing-modes-ref.html
Importing css-writing-modes/float-clear-vlr-003.xht to css-writing-modes/float-clear-vlr-003.xht
Importing css-writing-modes/float-clear-vlr-005.xht to css-writing-modes/float-clear-vlr-005.xht
Importing css-writing-modes/float-clear-vlr-007.xht to css-writing-modes/float-clear-vlr-007.xht
Importing css-writing-modes/float-clear-vlr-009.xht to css-writing-modes/float-clear-vlr-009.xht
Importing css-writing-modes/float-clear-vrl-002.xht to css-writing-modes/float-clear-vrl-002.xht
Importing css-writing-modes/float-clear-vrl-004.xht to css-writing-modes/float-clear-vrl-004.xht
Importing css-writing-modes/float-clear-vrl-006.xht to css-writing-modes/float-clear-vrl-006.xht
Importing css-writing-modes/float-clear-vrl-008.xht to css-writing-modes/float-clear-vrl-008.xht
Importing css-writing-modes/float-contiguous-vlr-003.xht to css-writing-modes/float-contiguous-vlr-003.xht
Importing css-writing-modes/inline-replaced-vrl-004-ref.xht to css-writing-modes/inline-replaced-vrl-004-ref.xht
Importing css-writing-modes/float-contiguous-vlr-005.xht to css-writing-modes/float-contiguous-vlr-005.xht
Importing css-writing-modes/float-contiguous-vlr-007.xht to css-writing-modes/float-contiguous-vlr-007.xht
Importing css-writing-modes/float-contiguous-vlr-007-ref.xht to css-writing-modes/float-contiguous-vlr-007-ref.xht
Importing css-writing-modes/float-contiguous-vlr-009.xht to css-writing-modes/float-contiguous-vlr-009.xht
Importing css-writing-modes/float-contiguous-vlr-009-ref.xht to css-writing-modes/float-contiguous-vlr-009-ref.xht
Importing css-writing-modes/float-contiguous-vlr-011.xht to css-writing-modes/float-contiguous-vlr-011.xht
Importing css-writing-modes/float-contiguous-vlr-013.xht to css-writing-modes/float-contiguous-vlr-013.xht
Importing css-writing-modes/float-contiguous-vrl-012-ref.xht to css-writing-modes/float-contiguous-vrl-012-ref.xht
Importing css-writing-modes/float-contiguous-vrl-002.xht to css-writing-modes/float-contiguous-vrl-002.xht
Importing css-writing-modes/float-contiguous-vrl-004.xht to css-writing-modes/float-contiguous-vrl-004.xht
Importing css-writing-modes/float-contiguous-vrl-006.xht to css-writing-modes/float-contiguous-vrl-006.xht
Importing css-writing-modes/float-contiguous-vrl-006-ref.xht to css-writing-modes/float-contiguous-vrl-006-ref.xht
Importing css-writing-modes/float-contiguous-vrl-008.xht to css-writing-modes/float-contiguous-vrl-008.xht
Importing css-writing-modes/float-contiguous-vrl-008-ref.xht to css-writing-modes/float-contiguous-vrl-008-ref.xht
Importing css-writing-modes/float-contiguous-vrl-010.xht to css-writing-modes/float-contiguous-vrl-010.xht
Importing css-writing-modes/float-contiguous-vrl-012.xht to css-writing-modes/float-contiguous-vrl-012.xht
Importing css-writing-modes/float-lft-orthog-htb-in-vlr-002.xht to css-writing-modes/float-lft-orthog-htb-in-vlr-002.xht
Importing css-writing-modes/float-lft-orthog-htb-in-vlr-002-ref.xht to css-writing-modes/float-lft-orthog-htb-in-vlr-002-ref.xht
Importing css-writing-modes/float-lft-orthog-htb-in-vrl-002.xht to css-writing-modes/float-lft-orthog-htb-in-vrl-002.xht
Importing css-writing-modes/float-lft-orthog-htb-in-vrl-002-ref.xht to css-writing-modes/float-lft-orthog-htb-in-vrl-002-ref.xht
Importing css-writing-modes/float-lft-orthog-vlr-in-htb-002.xht to css-writing-modes/float-lft-orthog-vlr-in-htb-002.xht
Importing css-writing-modes/float-lft-orthog-vlr-in-htb-002-ref.xht to css-writing-modes/float-lft-orthog-vlr-in-htb-002-ref.xht
Importing css-writing-modes/float-lft-orthog-vrl-in-htb-002.xht to css-writing-modes/float-lft-orthog-vrl-in-htb-002.xht
Importing css-writing-modes/float-lft-orthog-vrl-in-htb-002-ref.xht to css-writing-modes/float-lft-orthog-vrl-in-htb-002-ref.xht
Importing css-writing-modes/float-rgt-orthog-htb-in-vlr-003.xht to css-writing-modes/float-rgt-orthog-htb-in-vlr-003.xht
Importing css-writing-modes/float-rgt-orthog-htb-in-vlr-003-ref.xht to css-writing-modes/float-rgt-orthog-htb-in-vlr-003-ref.xht
Importing css-writing-modes/float-rgt-orthog-htb-in-vrl-003.xht to css-writing-modes/float-rgt-orthog-htb-in-vrl-003.xht
Importing css-writing-modes/float-rgt-orthog-htb-in-vrl-003-ref.xht to css-writing-modes/float-rgt-orthog-htb-in-vrl-003-ref.xht
Importing css-writing-modes/float-rgt-orthog-vlr-in-htb-003.xht to css-writing-modes/float-rgt-orthog-vlr-in-htb-003.xht
Importing css-writing-modes/float-rgt-orthog-vlr-in-htb-003-ref.xht to css-writing-modes/float-rgt-orthog-vlr-in-htb-003-ref.xht
Importing css-writing-modes/float-rgt-orthog-vrl-in-htb-003.xht to css-writing-modes/float-rgt-orthog-vrl-in-htb-003.xht
Importing css-writing-modes/float-rgt-orthog-vrl-in-htb-003-ref.xht to css-writing-modes/float-rgt-orthog-vrl-in-htb-003-ref.xht
Importing css-writing-modes/float-shrink-to-fit-vlr-003.xht to css-writing-modes/float-shrink-to-fit-vlr-003.xht
Importing css-writing-modes/float-shrink-to-fit-vlr-005.xht to css-writing-modes/float-shrink-to-fit-vlr-005.xht
Importing css-writing-modes/float-shrink-to-fit-vlr-007.xht to css-writing-modes/float-shrink-to-fit-vlr-007.xht
Importing css-writing-modes/float-shrink-to-fit-vlr-009.xht to css-writing-modes/float-shrink-to-fit-vlr-009.xht
Importing css-writing-modes/float-shrink-to-fit-vrl-002.xht to css-writing-modes/float-shrink-to-fit-vrl-002.xht
Importing css-writing-modes/float-shrink-to-fit-vrl-004.xht to css-writing-modes/float-shrink-to-fit-vrl-004.xht
Importing css-writing-modes/float-shrink-to-fit-vrl-006.xht to css-writing-modes/float-shrink-to-fit-vrl-006.xht
Importing css-writing-modes/float-shrink-to-fit-vrl-008.xht to css-writing-modes/float-shrink-to-fit-vrl-008.xht
Importing css-writing-modes/float-shrink-to-fit-vrl-vlr-016.xht to css-writing-modes/float-shrink-to-fit-vrl-vlr-016.xht
Importing css-writing-modes/float-vlr-003.xht to css-writing-modes/float-vlr-003.xht
Importing css-writing-modes/float-vlr-005.xht to css-writing-modes/float-vlr-005.xht
Importing css-writing-modes/float-vlr-007.xht to css-writing-modes/float-vlr-007.xht
Importing css-writing-modes/float-vlr-009.xht to css-writing-modes/float-vlr-009.xht
Importing css-writing-modes/float-vlr-011.xht to css-writing-modes/float-vlr-011.xht
Importing css-writing-modes/float-vlr-013.xht to css-writing-modes/float-vlr-013.xht
Importing css-writing-modes/float-vrl-002.xht to css-writing-modes/float-vrl-002.xht
Importing css-writing-modes/float-vrl-004.xht to css-writing-modes/float-vrl-004.xht
Importing css-writing-modes/float-vrl-006.xht to css-writing-modes/float-vrl-006.xht
Importing css-writing-modes/float-vrl-008.xht to css-writing-modes/float-vrl-008.xht
Importing css-writing-modes/float-vrl-010.xht to css-writing-modes/float-vrl-010.xht
Importing css-writing-modes/float-vrl-012.xht to css-writing-modes/float-vrl-012.xht
Importing css-writing-modes/full-width-001.html to css-writing-modes/full-width-001.html
Importing css-writing-modes/reference/full-width-001-horizontal-notref.html to css-writing-modes/reference/full-width-001-horizontal-notref.html
Importing css-writing-modes/reference/full-width-001-nofullwidth-notref.html to css-writing-modes/reference/full-width-001-nofullwidth-notref.html
Importing css-writing-modes/full-width-002.html to css-writing-modes/full-width-002.html
Importing css-writing-modes/reference/full-width-002-notcu-notref.html to css-writing-modes/reference/full-width-002-notcu-notref.html
Importing css-writing-modes/reference/full-width-002-horizontal-notref.html to css-writing-modes/reference/full-width-002-horizontal-notref.html
Importing css-writing-modes/full-width-003.html to css-writing-modes/full-width-003.html
Importing css-writing-modes/height-width-inline-non-replaced-vlr-003.xht to css-writing-modes/height-width-inline-non-replaced-vlr-003.xht
Importing css-writing-modes/height-width-inline-non-replaced-vrl-002.xht to css-writing-modes/height-width-inline-non-replaced-vrl-002.xht
Importing css-writing-modes/horizontal-rule-vlr-003.xht to css-writing-modes/horizontal-rule-vlr-003.xht
Importing css-writing-modes/horizontal-rule-vlr-003-ref.xht to css-writing-modes/horizontal-rule-vlr-003-ref.xht
Importing css-writing-modes/horizontal-rule-vlr-005.xht to css-writing-modes/horizontal-rule-vlr-005.xht
Importing css-writing-modes/horizontal-rule-vrl-004-ref.xht to css-writing-modes/horizontal-rule-vrl-004-ref.xht
Importing css-writing-modes/horizontal-rule-vrl-002.xht to css-writing-modes/horizontal-rule-vrl-002.xht
Importing css-writing-modes/horizontal-rule-vrl-002-ref.xht to css-writing-modes/horizontal-rule-vrl-002-ref.xht
Importing css-writing-modes/horizontal-rule-vrl-004.xht to css-writing-modes/horizontal-rule-vrl-004.xht
Importing css-writing-modes/inline-block-alignment-002.xht to css-writing-modes/inline-block-alignment-002.xht
Importing css-writing-modes/inline-block-alignment-002-ref.xht to css-writing-modes/inline-block-alignment-002-ref.xht
Importing css-writing-modes/inline-block-alignment-003.xht to css-writing-modes/inline-block-alignment-003.xht
Importing css-writing-modes/inline-block-alignment-003-ref.xht to css-writing-modes/inline-block-alignment-003-ref.xht
Importing css-writing-modes/inline-block-alignment-004.xht to css-writing-modes/inline-block-alignment-004.xht
Importing css-writing-modes/inline-block-alignment-005.xht to css-writing-modes/inline-block-alignment-005.xht
Importing css-writing-modes/inline-block-alignment-006.xht to css-writing-modes/inline-block-alignment-006.xht
Importing css-writing-modes/inline-block-alignment-006-ref.xht to css-writing-modes/inline-block-alignment-006-ref.xht
Importing css-writing-modes/inline-block-alignment-007.xht to css-writing-modes/inline-block-alignment-007.xht
Importing css-writing-modes/inline-block-alignment-orthogonal-vlr-003.xht to css-writing-modes/inline-block-alignment-orthogonal-vlr-003.xht
